,mz,rt,ccs,intensity
169,171.0874436,159.662476,112.5875025,
170,176.1028302,354.3454726,113.0597228,
171,189.1592298,517.8692812,109.2795158,
172,203.1499613,507.4229217,111.5612429,
173,204.122719,298.8863674,111.8747035,
174,94.06478457,280.2564021,120.61779,
175,104.1067601,266.3752212,117.8154348,
176,110.0596262,296.3404658,118.9528022,
177,112.0390078,348.3280535,119.1015907,
178,117.0570921,171.7723146,118.5899837,
179,120.0804714,255.7729811,118.7809202,
180,122.0957164,18.57593525,118.8347335,
181,124.0753243,96.86151267,118.4187336,
182,124.0866434,415.0576361,118.5372329,
183,124.0865871,579.8690485,118.6567317,
184,124.0866303,342.7727855,118.6567279,
185,124.0866683,519.017864,120.3289119,
186,124.0867041,371.9208254,121.5226848,
187,124.0867173,538.8298338,119.134623,
188,124.0866546,554.2691139,119.7317951,
189,124.086646,490.2232992,118.7762083,
190,124.0866394,475.2712076,118.537209,
191,124.0866827,289.2130053,121.0452683,
192,136.0390991,86.65016509,113.6598918,
193,137.0454834,145.181873,116.4344286,
194,137.0455313,128.587616,116.9084014,
195,137.0455184,167.1827568,117.3822704,
196,141.0657135,295.2159054,113.5501754,
197,152.0705275,296.3707246,117.0987953,
198,162.1124607,347.2226814,114.662937,
199,166.0498402,41.50177083,115.0461544,
200,170.0921617,419.9360531,114.032939,
201,170.0920976,367.9720817,116.1299048,
202,171.0875012,113.3557431,115.1507825,
203,173.0920706,218.8171537,115.0569971,
204,181.0719915,48.51950367,112.8466115,
205,181.0716802,196.5916926,114.7033849,
206,189.1593348,515.9622981,113.6803555,
207,203.1499805,488.5545451,113.1744068,
208,204.133978,311.1413962,113.4867792,
209,229.1545419,293.273732,115.3658946,
210,241.0033189,701.2883421,112.7768032,
211,264.1956238,62.51668393,113.0547551,
212,77.03807771,189.4148473,126.158905,
213,83.0598415,427.8049948,124.0602264,
214,98.09613826,276.0017208,123.4738268,
215,109.0757031,220.3999584,121.6022302,
216,112.0388049,147.4924965,120.4289702,
217,116.1066185,266.3413697,120.8476778,
218,116.1066879,198.6615827,121.0879954,
219,116.1065999,179.5145341,121.0880043,
220,117.069571,171.9605793,117.7473372,
221,118.0647845,240.7436784,121.0126591,
222,120.0806178,178.6234012,118.9007668,
223,121.0395686,185.2437689,120.368164,
224,123.0914741,97.04131262,120.2989995,
225,124.0866267,437.4901245,118.8956917,
226,127.0387903,39.980475,119.8329337,
227,128.0616895,158.5764374,118.5554186,
228,131.04867,183.3212461,120.4517568,
229,135.0437033,189.3632789,118.7155394,
230,138.0547094,214.8214207,115.8884378,
231,140.0814963,105.3538439,118.3483058,
232,141.0543994,35.13693649,117.57152,
233,141.0657716,295.1827563,117.9251378,
234,142.0861303,168.9705027,116.7922342,
235,143.1177161,355.3033169,117.9030074,
236,144.1016367,340.9629853,117.7191928,
237,146.0808908,298.8332361,117.7071399,
238,148.1121234,171.8611676,118.9886404,
239,151.061233,101.9105581,118.0991026,
240,153.0404893,158.6443145,117.9797926,
241,154.0494439,88.05679774,118.1545142,
242,160.0967701,291.0213122,115.2374057,
243,160.133034,221.2314454,117.3410901,
244,162.0756872,226.1202006,114.6648532,
245,163.1226892,80.17720106,118.5816836,
246,166.0721111,153.3333137,117.1449497,
247,170.0796516,56.39630839,116.3635025,
248,170.0921638,395.3204797,117.5269908,
249,170.0922701,494.2822326,117.4105999,
250,170.0921067,541.5792193,117.9924186,
251,170.0924702,531.1718176,117.1777833,
252,177.1019972,46.7427661,115.5723753,
253,183.0510938,271.4620557,115.8949017,
254,188.0704888,249.4262955,116.0364661,
255,232.027002,31.19010712,115.1736983,
256,232.1539589,251.6202242,114.1428194,
257,96.04400391,235.6996105,124.5016803,
258,97.07569219,74.59827139,126.0648579,
259,98.05954066,67.00131408,123.7234789,
260,103.0537861,183.4613217,124.1497958,
261,104.0490083,35.13693649,123.4156969,
262,107.0727944,174.6053234,122.9244659,
263,114.0659481,164.1451469,122.7422533,
264,117.0569446,77.66113767,122.1927417,
265,118.0859682,266.6931041,121.3704165,
266,118.0857819,573.8207439,121.4903649,
267,118.0859053,548.0393397,121.2504806,
268,118.0860188,526.9487839,121.6102715,
269,120.0803402,247.562232,120.2188922,
270,120.0804497,39.63349256,120.9375337,
271,121.0279437,230.313532,118.0939907,
272,122.0961207,174.6053234,121.4659037,
273,122.0963417,666.6241474,122.1829759,
274,122.0962717,646.0003892,121.7049448,
275,122.0960339,693.1638996,121.8244824,
276,122.0963697,18.91354353,122.1829733,
277,124.0753063,236.8658486,120.9269163,
278,124.0866815,498.0559696,118.8956869,
279,124.0866072,343.3286072,121.8806909,
280,124.0867128,544.1444488,121.2839869,
281,124.086619,512.640366,121.2839953,
282,124.0865931,414.8983227,121.5226948,
283,124.0866704,572.12266,119.612324,
284,125.070798,683.5376951,120.7189735,
285,125.0705411,672.7221636,122.3884964,
286,125.0706528,51.02890873,122.6268897,
287,126.0911039,66.17353026,120.629582,
288,126.0908041,349.8994621,120.748806,
289,128.0615799,46.02885919,117.9596803,
290,130.0647878,137.0288541,121.601446,
291,130.0649737,109.8692258,121.7202249,
292,130.0647819,319.1292279,121.4826402,
293,130.0649854,46.43914897,121.4826234,
294,132.0442569,34.90341,120.6091676,
295,132.0439991,292.2522883,120.4904917,
296,132.0806981,319.179631,121.3182739,
297,135.0435417,37.45487163,120.8483542,
298,136.0751466,505.187137,121.243044,
299,137.0594602,32.28385118,120.5773237,
300,137.0708552,306.0962146,118.8014349,
301,142.0858519,198.8424075,121.0403328,
302,152.0703307,258.7394511,118.9767995,
303,154.0610048,237.8563036,117.4501504,
304,154.1223734,231.0044792,119.5566785,
305,156.0639248,119.8890312,116.3967612,
306,166.0498841,40.3998103,118.8945615,
307,170.0921655,422.3425355,119.3883015,
308,170.0921061,414.4676465,117.5269936,
309,170.0923019,475.5476706,116.1299539,
310,171.0763734,283.4315612,115.6171115,
311,171.0876755,120.7159791,118.7579327,
312,172.133117,230.23537,118.5909745,
313,174.0913322,155.3262555,117.8006038,
314,176.1028428,354.2781955,115.5008055,
315,181.0969969,126.2944647,117.832045,
316,189.159371,518.2331626,117.4952603,
317,203.1388571,349.2127636,115.8224314,
318,212.1025966,289.1763516,118.3926802,
319,83.05995604,426.8681166,127.4274517,
320,96.06784599,139.3491926,126.4576808,
321,118.0861342,460.4240401,120.8906074,
322,120.0806388,77.23227727,123.5707031,
323,123.0677821,107.9546164,121.8541258,
324,123.0911152,48.40073577,123.5232736,
325,124.0754098,273.8658212,120.4493636,
326,124.0753206,26.83691693,122.478266,
327,124.075124,138.0581402,122.4782839,
328,124.0866859,436.5214717,121.5226864,
329,124.0866443,395.6670556,121.7613631,
330,125.070569,89.50108519,122.8652764,
331,125.0706399,114.5403174,123.1036251,
332,125.0706387,283.3875396,122.3884876,
333,125.070778,138.6904752,122.8652576,
334,125.1070232,76.59997889,122.6236285,
335,125.1070003,65.70419396,122.5044321,
336,125.106892,350.557582,122.5044418,
337,126.0548855,72.61760336,121.943641,
338,126.0659196,182.779699,123.9671767,
339,128.0703798,211.5630121,123.1962927,
340,129.054403,38.2384534,122.2801261,
341,130.0648033,171.6114329,122.5517026,
342,130.0648559,222.7878814,121.9578352,
343,130.0647558,239.0597302,122.195408,
344,132.0804016,109.5963186,122.2673062,
345,136.0210503,559.9427578,122.1936756,
346,136.021358,615.824568,122.193652,
347,136.0211537,593.0679745,122.3119523,
348,136.02116,632.2314588,122.6667816,
349,136.0209315,468.5399706,122.1936848,
350,136.0213987,18.11661371,122.6667513,
351,136.0217057,497.2145862,122.548467,
352,136.0209056,547.8044209,122.1936748,
353,136.0211962,514.4058532,122.4302336,
354,136.0212147,447.485798,122.4302322,
355,136.0215757,430.962131,122.6667496,
356,136.0212044,672.351551,122.430233,
357,136.0218018,685.1070787,122.9032534,
358,136.0214481,648.4391358,122.0753486,
359,136.0212607,577.5666892,122.1936595,
360,147.0913742,178.395785,119.171893,
361,149.0231918,189.9107475,121.2801014,
362,152.0703194,31.14484165,121.0876746,
363,154.0609723,237.8563036,120.0289879,
364,155.0812013,220.3616364,120.6706758,
365,158.1175528,257.3108726,119.5580165,
366,166.0722884,180.1536576,116.5618279,
367,169.0356025,316.2807808,118.277388,
368,170.092218,510.5422888,120.5508712,
369,170.0921695,365.1885089,119.8532195,
370,170.0920483,342.7727609,121.3643189,
371,184.0731021,480.004424,118.9767964,
372,204.1342174,311.4443759,120.2695289,
373,218.138305,272.8188791,115.9116976,
374,229.1181939,413.963365,118.1070042,
375,232.1540222,252.2167756,116.6541982,
376,91.05376377,138.7851749,128.7188525,
377,92.04907058,280.2498958,129.5384162,
378,98.98381819,448.1912452,127.9879171,
379,110.0597484,26.31752859,125.112609,
380,119.0488509,139.7053614,124.8688464,
381,121.0280269,346.7065732,126.1075087,
382,121.0281589,269.4713077,125.8686799,
383,122.0961541,37.65682969,122.4219759,
384,122.0959503,680.0402538,121.9440057,
385,122.0961956,719.4970241,122.0634862,
386,122.0962219,704.9287503,122.1829871,
387,123.0550503,380.2659711,125.1967657,
388,123.0549924,50.59960334,124.8389813,
389,123.0549743,402.271483,125.3160201,
390,124.0866107,578.8902322,122.3579397,
391,124.0867226,494.4954438,121.7613561,
392,124.0866106,422.2997851,121.5226932,
393,125.0704562,632.6422356,122.9844641,
394,125.0706554,177.2404938,123.5802613,
395,126.1023418,372.2685817,123.9639224,
396,126.1021738,395.0579834,124.2019934,
397,126.102256,418.7444805,124.0829339,
398,127.0861783,94.95619079,123.4008425,
399,128.0816503,109.443625,124.6216488,
400,130.0648351,77.23780506,121.7202484,
401,132.0680727,142.8560473,123.4540611,
402,132.0804812,171.858058,124.1641992,
403,132.0806089,77.98021476,121.1996235,
404,132.1017081,265.7872736,124.162454,
405,133.0519415,21.33401841,124.0848747,
406,134.0598209,99.92429992,121.3984936,
407,134.0959592,167.5186222,124.9474719,
408,134.096157,151.1172875,123.0538318,
409,136.0138774,159.4458186,123.9679157,
410,136.0614845,674.4811598,125.2640287,
411,136.0756425,275.0615248,123.9631117,
412,136.0753837,253.5553145,123.7267264,
413,137.0594544,139.0137795,123.2964573,
414,138.0547206,311.1051093,123.6933081,
415,138.0543113,422.7778252,124.4015796,
416,138.0548146,452.8142978,124.4015413,
417,140.0596546,280.6668606,124.4870399,
418,141.0660004,81.08044057,125.0019347,
419,148.1116956,568.4336236,124.1564257,
420,156.1016614,400.6397311,122.7152991,
421,160.0968741,290.4663098,119.6804353,
422,163.0989076,129.3197212,121.6150629,
423,166.0723785,179.7612466,121.4553933,
424,170.092145,414.7153795,120.0859213,
425,170.0922056,386.0575272,121.5966464,
426,170.0922927,490.2366115,120.7833089,
427,170.092233,550.9561398,121.2481242,
428,173.0920992,219.3143677,121.7956808,
429,174.123921,304.7752819,120.3533905,
430,175.1436375,555.641586,123.0867975,
431,176.8749349,330.1668471,121.3824688,
432,176.874567,349.4024795,121.2666277,
433,178.8731109,329.4219146,121.5212738,
434,180.871161,331.0145943,121.5460347,
435,181.0720518,48.53012663,121.7682613,
436,182.0963648,159.7479656,119.9877948,
437,190.0497029,190.5957485,120.1140683,
438,217.1545288,384.8428467,117.3161115,
439,229.1545669,293.3661291,122.2098649,
440,250.9878704,20.34193146,116.4093269,
441,276.1437151,387.3762882,118.1366255,
442,286.2007772,203.7801329,118.2836887,
443,77.03823998,27.62181217,135.3381506,
444,92.04917081,305.2616795,130.6442046,
445,94.0647048,305.4841616,130.9298727,
446,109.0393489,244.2756729,125.5934872,
447,110.0345892,108.8142348,127.4063275,
448,121.028145,146.0146529,126.2268931,
449,121.0282072,168.3570882,126.1074911,
450,121.0279316,211.6429573,126.3463099,
451,122.0711828,69.92474091,127.9143371,
452,122.071051,88.84406659,127.4374639,
453,126.0659006,244.1103365,123.7290921,
454,128.0704125,54.94664189,125.2166853,
455,132.0678519,43.6715122,123.3355288,
456,132.0767049,342.2307956,126.1782711,
457,133.0882273,172.2131986,126.0943554,
458,135.0917478,173.414024,124.9861078,
459,136.061467,154.3425603,125.2640301,
460,136.0612395,19.49434262,125.264048,
461,136.0616119,699.4616907,125.3821447,
462,136.0614935,684.3267546,125.264028,
463,136.0615447,649.5705445,125.5002759,
464,136.0618616,712.7745673,125.382125,
465,136.0618281,600.4157378,125.2640018,
466,136.0615361,633.8679106,125.1458868,
467,136.0619251,619.1085083,125.7364739,
468,136.0615041,99.69217518,125.2640272,
469,137.070735,220.3256681,126.1295549,
470,137.1069214,98.56086107,125.6546543,
471,137.1073148,184.00784,126.1267003,
472,138.054682,214.7485856,122.7486558,
473,138.0550835,394.7908211,124.6375531,
474,138.0546776,478.8253083,124.2835236,
475,138.0680919,279.7437591,124.4005325,
476,138.0740187,305.4841616,126.1697183,
477,138.0910405,271.7711132,125.5786857,
478,138.0912395,234.2425661,125.4607047,
479,138.0912082,18.27549371,126.2863239,
480,138.0906871,582.2797894,126.5222001,
481,139.0386488,38.92213647,122.5573408,
482,139.0975539,123.4370788,124.5587605,
483,140.070274,130.4403091,124.4862535,
484,141.0543968,35.06494144,124.8850178,
485,143.033584,37.87243874,124.2711971,
486,144.0441925,240.7114588,125.4929846,
487,147.0803186,153.6544836,124.9299459,
488,148.111784,715.3573924,125.0949018,
489,151.0387192,222.9378293,124.199347,
490,151.0389371,262.0560515,124.199333,
491,152.0645835,100.7623756,124.1337994,
492,153.0656099,89.06622479,121.7293374,
493,154.0688413,81.60718067,123.7742521,
494,154.0859845,54.86775534,123.4222881,
495,155.0812502,220.1200459,123.361337,
496,160.9009957,355.3256013,122.9030297,
497,162.075741,229.2535905,123.0700424,
498,167.0564769,122.8727563,120.9383628,
499,167.0926209,125.7215579,124.6570602,
500,170.0921897,574.708419,122.6419982,
501,174.0913897,155.1997894,122.2108118,
502,177.1022958,46.93760273,121.6034906,
503,183.0510747,271.7002066,122.9508432,
504,183.0761511,238.2279373,121.7945303,
505,184.0731265,478.142538,123.1364271,
506,189.1594873,535.888898,122.4566376,
507,203.1388466,349.1565459,118.9267638,
508,203.1499106,485.7734793,118.9263715,
509,204.1228229,298.3731795,119.1217373,
510,224.1279884,231.6888616,120.6478958,
511,229.1178248,414.2730535,120.5018562,
512,229.154569,311.1153124,120.3868358,
513,250.1798765,132.2440392,120.5153344,
514,264.1955741,62.51668393,119.7405333,
515,80.9731243,449.9974474,130.8397319,
516,92.04921332,88.78992557,132.731575,
517,94.06478562,280.2564021,129.2142358,
518,94.06457357,336.8970702,131.4198364,
519,106.0647825,27.45250635,130.5489638,
520,108.0440553,88.8753965,130.6607087,
521,110.059667,296.3707246,128.4877169,
522,120.0803862,248.0336723,127.6344322,
523,121.0281646,24.67635427,127.0625173,
524,124.0503291,122.1001931,127.2476018,
525,124.0866135,433.8055274,129.0291411,
526,128.9534548,361.9066045,127.9873401,
527,130.0603475,203.4084425,127.1790889,
528,130.0860388,515.9390944,127.4138961,
529,134.0600032,27.62181217,127.5516572,
530,134.0597102,239.810761,127.3153199,
531,136.0392135,114.0680142,127.1551511,
532,136.1117731,160.8221448,127.6214474,
533,137.0455266,145.6927518,127.4292875,
534,137.0455345,166.5346569,127.665167,
535,137.0455122,124.3422767,127.7831029,
536,137.070591,384.7429626,126.1295661,
537,137.0707319,337.4560062,126.3655629,
538,137.0708351,401.8009999,125.7754876,
539,138.0549342,280.2564021,124.4015322,
540,138.0546236,40.69693774,126.2891453,
541,138.0908099,674.5531789,126.6400967,
542,138.0912749,688.7996757,126.1683889,
543,138.0909588,705.4486694,126.5221791,
544,138.0908621,211.7942337,125.814607,
545,138.0912179,640.9573658,126.2863113,
546,141.0656925,398.461382,128.1795181,
547,142.0855568,115.614635,125.9866641,
548,142.0861938,253.14654,126.9275797,
549,143.045034,41.96312083,128.032523,
550,144.0472616,392.862425,126.4328166,
551,144.0474229,354.0633132,126.5502874,
552,144.0803429,249.3565921,126.4304539,
553,144.080549,174.9444958,126.4304392,
554,145.0492627,51.07185604,126.3617125,
555,146.0602086,47.66722782,126.6429505,
556,146.0594269,99.74398433,126.1736144,
557,146.0710001,109.7029314,126.1728221,
558,146.0809754,119.8135193,126.4068275,
559,147.0914635,178.7329729,126.5715024,
560,148.1120982,609.4395659,124.1564939,
561,148.1116378,687.9595819,123.9218833,
562,150.0545673,272.2365153,126.7226749,
563,151.0747907,24.9939127,126.3043299,
564,152.0702866,32.02479766,123.6651271,
565,153.0544178,25.02802067,125.4750142,
566,154.049549,85.63747523,125.8797751,
567,156.0639496,112.3248466,122.2499403,
568,156.1016465,400.6324108,125.7524291,
569,163.1227526,74.30112397,124.5254322,
570,166.0498862,40.3998103,124.2482808,
571,170.0921753,423.1204969,123.4546734,
572,170.0923231,585.9656216,124.4991703,
573,170.09189,364.9242314,124.7312226,
574,170.0921432,394.9151729,124.9632394,
575,170.092159,342.7200159,123.8029129,
576,171.0763912,283.4315612,123.9845725,
577,175.1438826,534.7385854,124.939717,
578,181.0716637,194.4791357,124.4264535,
579,181.09696,127.1309249,122.3452847,
580,182.096322,159.6775261,124.7256848,
581,185.1030935,48.40073577,123.783442,
582,189.1596756,516.0319091,120.3810884,
583,195.0762043,124.9512086,125.2057159,
584,202.0531164,102.9493436,122.2960312,
585,203.1501952,486.1712482,123.0587143,
586,209.0554728,238.7404028,122.8480042,
587,212.1028145,289.3598234,125.2588976,
588,217.1544568,384.9632582,123.9473698,
589,218.1381873,272.7346328,118.8877498,
590,229.1545988,352.7177768,121.0706554,
591,232.0273139,31.27410091,122.4688772,
592,246.1698122,234.1215868,122.2028475,
593,264.1956013,87.550034,119.966771,
594,276.1437331,387.5370803,121.2978674,
595,84.04414406,216.3349644,134.9424986,
596,84.08034008,265.7734059,135.1833173,
597,84.0804157,536.323957,136.0513765,
598,95.0599865,295.2605145,133.4628143,
599,96.08055856,168.9164934,133.1793335,
600,98.09612495,275.9537699,133.4790626,
601,105.0331887,27.81612435,131.0456626,
602,110.0596783,30.52142079,128.4877156,
603,124.0866901,496.1857334,129.1482406,
604,132.1013333,346.5714958,126.2946172,
605,135.055034,58.37348141,125.5800781,
606,136.0138658,159.4889125,129.5167763,
607,136.0504036,238.2944578,129.2779593,
608,137.0708689,305.4841616,126.1295445,
609,137.0710825,420.5282825,125.8934961,
610,137.0708968,429.8608649,126.1295423,
611,137.0711082,464.425472,126.0115099,
612,137.0706979,370.2560427,125.8935261,
613,137.0958155,230.3374772,128.3686697,
614,137.1072473,105.1303121,126.0086924,
615,138.091198,46.5467,126.7579727,
616,138.0909455,26.59055149,127.2295449,
617,139.0499129,150.3761228,128.804272,
618,140.0703104,117.9365901,128.2549382,
619,140.081534,104.7422155,129.1952944,
620,141.065759,295.4527282,128.0619002,
621,141.0652744,446.3307779,128.2971506,
622,141.0655651,473.2302377,127.9443019,
623,141.0660825,426.4924624,127.7090135,
624,141.065171,631.9903878,127.9443315,
625,142.0609275,133.6068855,128.1051224,
626,142.0688324,295.4600837,128.1045355,
627,142.0860612,168.8845219,127.8681707,
628,142.0860226,198.7535226,127.8681736,
629,142.0858782,224.7415641,127.7506294,
630,142.0858437,90.30221422,125.5160191,
631,142.0861481,51.54583924,128.2207811,
632,143.0813751,137.385573,127.6774341,
633,143.117698,355.4670964,126.0294086,
634,143.1175433,383.5454977,126.8522551,
635,144.0651821,241.5392485,128.1930893,
636,144.0651013,259.1083257,128.8973408,
637,144.1018478,265.5877236,127.7208287,
638,144.1015944,340.6660172,128.4252206,
639,144.1016331,312.2757595,128.5425897,
640,144.1017571,290.3403409,127.8382427,
641,144.1014433,683.7065174,128.3078478,
642,144.1017863,696.9609556,128.6599504,
643,144.101955,468.0879676,128.1904271,
644,144.1153325,265.4428579,127.7198563,
645,145.0755942,112.0400951,128.824257,
646,145.1011541,46.176066,127.2971692,
647,146.106777,265.5877236,128.1644853,
648,146.1174313,383.284105,127.9292181,
649,147.6125025,536.4635749,128.1764549,
650,148.0391299,40.48741557,127.6784569,
651,148.1117738,584.3607001,125.3294369,
652,149.0593996,22.76565113,126.672067,
653,150.0547411,95.92279637,128.2439906,
654,150.0546308,148.3987636,127.5419726,
655,150.0773509,231.1172005,127.3064011,
656,150.0772848,285.8880593,128.0084936,
657,150.0773718,153.1962612,128.1254788,
658,150.0911358,258.5944289,127.7735608,
659,150.0911421,233.205051,127.7735603,
660,150.0911165,46.52766403,129.4110929,
661,151.0862534,353.8040532,127.9412571,
662,153.0404608,159.5593521,127.8134549,
663,153.0478642,220.0299456,128.2802023,
664,154.0608979,238.2944578,127.7479589,
665,154.1224672,230.2921236,126.1088819,
666,155.0702408,25.80394108,128.3840863,
667,157.0713712,195.7560197,130.3558852,
668,166.0721414,153.3912602,124.7120266,
669,170.0922223,475.5858634,124.0350218,
670,170.0922155,510.6889096,124.2671107,
671,170.0922291,431.9455649,126.2388886,
672,172.1330682,230.8075722,125.3220383,
673,174.0913661,155.1997894,125.6862975,
674,177.1021594,47.48516668,125.3070734,
