,mz,rt,ccs,intensity
347,255.0336058,97.7483283,121.5949729,
348,262.1216281,99.30915129,121.6599727,
349,75.00931469,342.3245643,137.5470584,
350,75.00937638,313.9077412,137.6737678,
351,80.02584937,108.4704377,137.1237229,
352,93.03518105,166.7384343,134.6154096,
353,93.03524834,145.0158763,134.6153983,
354,94.03857059,155.1051752,134.2028042,
355,94.98155945,633.5662323,131.3414523,
356,96.02095533,316.628138,133.1471431,
357,96.97009889,451.2079523,133.2454893,
358,108.02101,107.7256125,132.6798783,
359,109.0417114,216.5206939,131.0973002,
360,124.015999,316.5464347,129.7093205,
361,127.0520414,216.0073526,128.9455125,
362,134.0242449,102.8575106,128.6951035,
363,136.9374361,619.5623858,127.9833836,
364,136.9376229,630.5165785,128.1021059,
365,136.9377166,646.7701367,127.7458728,
366,139.0407628,76.7222539,126.2767082,
367,145.0625217,216.4545751,127.9641094,
368,147.0301816,345.8071183,127.5894604,
369,148.040937,213.6910789,128.1094426,
370,149.0475982,101.80103,127.4512261,
371,150.0568301,144.9966218,128.3258309,
372,150.0568441,166.2237597,128.3258299,
373,150.0566932,193.7098514,128.0902787,
374,150.0568511,223.6145557,128.0902681,
375,150.0567334,273.6712661,127.8546859,
376,150.0566166,256.0584375,128.0902838,
377,150.0566445,701.8531506,127.9724869,
378,150.0566896,242.0676199,128.4436067,
379,150.0565931,614.0600464,128.3258468,
380,150.056791,19.02111526,128.5613662,
381,150.0567272,675.5968011,128.3257804,
382,151.0409095,24.06601257,126.2578994,
383,156.9972221,17.5277752,127.6441873,
384,156.9972836,713.3557952,127.6441835,
385,156.997178,675.5441229,127.8789311,
386,156.9970139,645.4811397,127.6442001,
387,156.9967615,615.8339402,127.5268308,
388,159.0566955,253.5374725,128.2224609,
389,160.041294,68.77610016,127.6946906,
390,161.0250535,23.2580603,127.1679492,
391,164.9896049,172.1242885,127.9937534,
392,165.0410796,313.9077412,126.9385261,
393,165.0411699,342.5848839,126.7045906,
394,165.0425308,172.9269544,127.6400651,
395,165.0421212,389.4648158,126.5875582,
396,167.0219144,316.5464347,126.5955486,
397,167.0213707,596.7560715,126.3618205,
398,167.0215117,288.6829137,126.5955705,
399,168.0070302,204.0986426,127.0094731,
400,168.0303579,61.1330815,128.1757862,
401,169.01846,200.6511833,126.9551645,
402,170.9976468,115.6824465,126.1506697,
403,178.0479058,98.69139267,126.1477428,
404,179.0214992,297.8534136,128.077205,
405,179.0567513,336.9351452,123.4226784,
406,180.0342147,133.5412247,125.3550324,
407,182.9974843,354.3177319,126.6123102,
408,183.5011456,21.58063498,125.5443673,
409,194.0464061,164.7624037,123.9343901,
410,195.9064275,553.9588545,124.5543112,
411,230.98674,211.6927634,122.9073312,
412,232.1476239,98.75164762,124.1338654,
413,276.13744,98.4874628,122.8378339,
414,78.95970124,417.8543067,138.7470762,
415,79.95789638,100.0303275,135.2537235,
416,94.03050985,26.27758357,135.5585345,
417,108.0210034,127.8105777,132.1946415,
418,125.0102494,443.3180189,131.7669336,
419,136.9375526,687.8019321,127.7458857,
420,136.9376298,588.0346817,128.1021054,
421,146.0620617,210.4506624,130.0173415,
422,148.0637068,279.6107271,127.1642881,
423,150.0189235,119.1617907,129.0349068,
424,150.0567354,638.6492066,128.3258372,
425,150.0567396,661.6483027,129.1500723,
426,150.0568665,652.4621052,128.5613611,
427,152.0621513,143.0283116,128.6632254,
428,153.0567285,206.9723508,130.71317,
429,154.0628302,368.7307695,129.2381206,
430,154.0627952,424.7461335,129.2381085,
431,154.0629175,396.9901076,129.1206469,
432,159.0330461,124.9643647,128.6927295,
433,160.0410152,244.9031019,129.1005248,
434,160.0413166,206.72898,129.4517685,
435,161.0459626,261.766569,129.1575681,
436,161.0464223,388.1682459,129.1575408,
437,162.0204593,234.4685698,128.7490016,
438,163.026787,97.59414996,126.2326238,
439,163.0618765,296.1263977,129.8575933,
440,164.9897804,156.655046,128.1106402,
441,170.9971897,81.84188959,125.9172979,
442,171.0071944,418.2321302,128.2494318,
443,172.9586699,598.8552349,125.5835377,
444,172.9920602,236.6948557,127.6799364,
445,173.0093943,573.641203,129.076483,
446,173.986857,286.7745957,128.2112252,
447,173.9871941,26.5880397,128.0947933,
448,173.9873486,268.4962124,127.7454848,
449,179.0210191,274.7788373,127.61245,
450,182.9974311,307.4796954,128.5847787,
451,187.0079742,24.55126549,127.4750003,
452,191.056751,328.0958936,126.8360975,
453,195.0517079,338.1203781,125.2825238,
454,197.0686372,158.0321133,127.5122985,
455,198.954853,605.6140547,127.4370646,
456,223.9937309,55.87558049,126.3259279,
457,224.8661964,91.6161196,126.4132493,
458,224.8670536,78.87492056,126.5277827,
459,236.8838821,409.3393689,125.4863362,
460,85.03008238,551.4398033,138.5649492,
461,85.0301954,526.6342618,138.3159342,
462,87.0093948,521.1737951,138.4221691,
463,87.00938181,553.4370018,138.4221716,
464,87.00930928,465.598245,138.1739263,
465,93.03530259,24.90781005,137.9418716,
466,93.03511822,193.5618289,134.368796,
467,96.96074418,307.4765255,136.1912692,
468,107.0382838,57.9199201,136.0805704,
469,111.0093347,594.5980372,134.4877381,
470,111.0094379,564.7180519,134.4877255,
471,111.0094362,541.7058731,134.4877257,
472,111.0093697,473.186803,134.608552,
473,117.0199635,439.0023992,133.7900991,
474,122.0368,118.944967,130.9819717,
475,124.0079351,240.3102202,133.4187482,
476,129.0199979,439.3494708,132.583147,
477,129.0200034,501.1037844,132.7022537,
478,129.0198874,488.3939573,132.7022643,
479,136.9947888,129.6110135,129.9962523,
480,147.0305639,442.6072579,131.1268458,
481,148.0410845,187.8132355,129.0525715,
482,150.0566955,57.85416872,131.8558198,
483,150.0568425,295.3716273,131.9733611,
484,150.0567876,30.79042611,132.0909163,
485,150.056805,684.8184932,132.0909151,
486,152.0119196,226.3345586,131.4874857,
487,152.0619928,164.664671,128.1926736,
488,154.9991776,438.8445315,130.7037345,
489,155.0469095,310.3169644,130.7006556,
490,157.0149385,429.6007796,127.9951914,
491,158.0465178,292.9499618,131.3305681,
492,159.0564151,262.6046416,128.4569173,
493,160.0411296,41.72537642,131.207319,
494,160.0411698,63.0181402,128.163418,
495,160.0625606,393.8695403,130.3869782,
496,162.0567728,181.7316739,129.799713,
497,163.0408197,23.2580603,130.5600982,
498,163.0617192,284.5920529,130.3251627,
499,163.0617904,308.5490484,130.5588674,
500,165.0427515,107.6684665,127.7569608,
501,165.0423657,153.0879235,127.7569825,
502,166.0454946,107.6684665,127.8178422,
503,167.0132431,240.7641929,129.8656507,
504,167.0356367,225.9888327,129.8644005,
505,169.0181875,255.0231878,129.5218285,
506,171.0007201,71.30064868,129.1820614,
507,172.9920279,24.90781005,130.2411456,
508,172.9920888,221.4683688,130.0084471,
509,172.9932504,630.5580499,130.4737484,
510,172.9921955,709.4518078,130.7064425,
511,173.0098063,439.2692315,129.5420473,
512,173.0097565,486.032381,129.774786,
513,173.0096105,519.3225493,129.5420575,
514,173.0094911,460.994163,129.309285,
515,175.0254868,429.6007796,127.110886,
516,180.0294862,219.8947452,130.2340037,
517,180.0341609,128.8207467,129.7694294,
518,182.0287794,131.0842397,128.1660917,
519,185.0129803,259.9662227,129.4186217,
520,189.9824557,80.74495185,128.6176658,
521,191.0203391,443.4179692,128.6883893,
522,191.0202721,485.7497928,128.6883922,
523,191.0202981,520.1309425,128.6883911,
524,191.0202629,572.3433039,128.6883926,
525,191.0202998,543.9777421,128.688391,
526,192.0237697,450.9924957,128.8765283,
527,192.0238613,439.0811722,128.5298014,
528,192.0237967,470.6276206,128.6453879,
529,194.0465583,158.0321133,127.8668888,
530,194.961346,297.1864849,128.0600498,
531,197.0684219,194.2570964,128.8971346,
532,200.9544764,302.1386432,128.9723913,
533,206.9606631,206.6549597,129.4331643,
534,227.9977183,44.00344725,127.8046277,
535,230.0134169,31.7662157,127.1715387,
536,259.8383072,409.1766813,127.1723038,
537,279.0781933,44.13870048,126.5186217,
538,79.95792808,24.90781005,141.1546155,
539,80.96579734,74.34514618,141.9276393,
540,96.02092535,277.4435083,138.7935724,
541,106.9816844,191.6911691,136.9363734,
542,109.0302232,24.05730157,136.669215,
543,137.0249123,219.9414996,132.956761,
544,139.0268318,291.0818636,133.858468,
545,139.0268396,277.4667757,133.8584674,
546,140.010563,110.5299309,133.5432876,
547,143.0722697,258.6034765,134.3661671,
548,144.9099282,83.79246831,130.5724795,
549,149.0614166,23.0639945,130.5130782,
550,150.0566955,213.6910789,132.4435196,
551,150.0565706,639.6460401,132.3260055,
552,150.0567526,626.3324267,129.9738335,
553,152.072446,139.1985094,132.7749316,
554,159.0670283,353.1019643,132.4371191,
555,160.0619456,273.1078624,131.4399926,
556,161.046295,310.7197316,132.7825897,
557,161.0462117,289.1041089,132.0815082,
558,162.0567672,255.1383236,131.6700068,
559,163.0346681,130.9104068,132.1956453,
560,163.0408045,199.638329,131.728228,
561,163.0618406,262.0899341,129.0392441,
562,164.0585276,178.318248,132.8352065,
563,166.0185575,191.7495602,131.7881687,
564,166.0339948,188.4991247,131.7872844,
565,168.9999952,443.9624141,128.5898831,
566,172.0407205,206.1854773,131.5711161,
567,172.9914252,678.6275483,130.7064688,
568,172.9921645,68.50147955,131.9854471,
569,172.9920684,651.9640398,130.706435,
570,173.0098609,558.525542,129.5420444,
571,174.0411854,377.5290084,132.1623696,
572,175.0618891,319.7549195,131.8766902,
573,179.0567235,282.2536703,131.3257374,
574,179.0566771,310.7838898,131.5576876,
575,180.0296699,81.27373608,130.5819729,
576,181.9922342,32.69961088,131.4141015,
577,182.0315843,279.2897673,131.064656,
578,185.0130497,75.95156502,131.7337462,
579,187.0075758,76.78073193,130.8319445,
580,187.9791671,64.00340397,130.6722822,
581,188.9864443,88.9854773,130.6271199,
582,188.9868609,23.80682161,130.6271013,
583,188.9875282,686.084919,130.1646866,
584,188.9870135,628.9247571,130.1647095,
585,188.9867108,52.28204576,130.2803263,
586,188.9869668,76.21858305,130.2803149,
587,194.9975866,46.07225358,130.8283529,
588,194.9977522,73.31933963,130.5976839,
589,194.9971769,103.2656403,130.7130391,
590,194.9978671,124.2107521,130.828327,
591,199.9697719,293.4634585,130.8542007,
592,207.9566553,308.1103282,129.5111356,
593,236.9032032,566.498536,129.3670281,
594,236.9028621,512.3928884,129.5950958,
595,236.9035194,531.3612841,129.5950768,
596,93.0352946,213.745789,138.6803498,
597,96.96070839,407.4901782,140.1103748,
598,127.0045799,288.6853256,136.2267852,
599,131.0357102,336.5208465,136.4412791,
600,138.0315598,271.0291117,134.7672035,
601,138.0566311,43.03049984,134.7651395,
602,150.0566215,87.58005319,132.0909278,
603,157.0777453,267.9563693,134.5518201,
604,160.0409354,123.7113279,131.4412774,
605,161.0462257,336.4691401,134.1839995,
606,161.0463442,386.5732241,133.9504956,
607,163.0342545,151.5062832,132.545797,
608,163.0618994,296.174161,134.5275495,
609,164.07224,130.8358086,133.7673903,
610,166.013403,278.9392589,132.9542073,
611,166.0514973,28.63470065,133.1850656,
612,166.051738,58.14700968,133.418083,
613,168.0460379,197.428068,133.4201824,
614,171.0307357,424.1567553,133.1375193,
615,172.9921674,45.85722272,130.4738053,
616,172.9910063,689.3867422,131.2879745,
617,176.9305933,600.4330571,133.1727192,
618,177.0229342,129.9096534,133.399917,
619,178.0514859,190.0749372,132.767664,
620,179.0355427,197.0070311,133.5291679,
621,179.0566231,386.5440049,132.7170064,
622,179.0567651,336.4579515,133.1805283,
623,179.0579684,87.54332245,133.1804677,
624,179.0582323,47.81541781,133.4121765,
625,180.0341176,134.8737265,130.9296626,
626,180.053134,231.5646011,133.4781177,
627,180.0532503,200.0639654,133.8254947,
628,181.0374376,271.0503203,132.1554687,
629,181.061068,336.2612395,133.7753513,
630,181.072484,325.9366402,133.1960017,
631,182.0134725,207.2663192,133.0341403,
632,182.0459874,42.80652877,132.1064154,
633,189.981954,55.76863666,132.6615784,
634,197.0131049,195.3615387,132.4722383,
635,197.0686045,131.7593692,131.6637493,
636,198.9926571,75.37068221,131.5845223,
637,204.9817766,23.6563918,132.036505,
638,206.9609801,288.6565228,131.2716264,
639,213.0127221,119.3865272,130.8198555,
640,216.9035166,584.681767,131.8285825,
641,216.9099651,407.2939392,131.1413613,
642,218.1040397,265.5553534,132.0158332,
643,228.0106743,27.00121644,131.4608932,
644,234.9141812,583.3687888,131.0214514,
645,234.9142129,553.5023608,131.2494161,
646,234.9144235,520.4167015,131.135427,
647,235.913718,584.8765319,131.1058396,
648,236.910805,591.6138625,131.0765596,
649,124.0411327,200.4006247,138.7864093,
650,129.0200944,235.4587147,138.6485524,
651,153.092766,320.2313906,135.285214,
652,155.0469903,310.3979596,136.6742215,
653,158.0826784,265.7294347,136.0061426,
654,164.034772,48.01750295,134.2359519,
655,164.989683,157.819851,135.8098631,
656,164.9895918,172.0710736,135.9262967,
657,164.9896832,134.6295041,136.0427051,
658,165.0563552,22.5716134,132.0769069,
659,169.0738547,114.8705816,134.4091157,
660,172.0083146,95.77660471,134.8267319,
661,172.0618668,279.513053,135.8684889,
662,172.9919786,75.89975985,133.031284,
663,172.9917848,96.83124713,132.5665546,
664,174.0176364,235.7230865,135.2976973,
665,175.061668,312.3853604,132.2250893,
666,175.0617079,350.6853219,131.7605609,
667,176.0449378,370.718962,134.9578658,
668,177.0410184,343.1268313,135.3691262,
669,178.0278063,203.0625159,134.623028,
670,180.0131235,157.8287705,134.8692721,
671,180.0130238,171.9090237,134.9849981,
672,180.0353738,197.103479,135.3309737,
673,183.0532087,186.1736481,134.8340001,
